Time,Game Number,Round Number,Player,Action Type,Player Hand,Board,Possible Actions,Cards Action,Reward,Qvalues,Loss,Wrong Actions,Total Actions,Scores,Roles,Players Status,Agent Names,Performance Score
2021-05-24_08:31:14.450560,3,12,2,DISCARD,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  8 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  9  9  9 11 11]
 [ 0  0  0  0  0  0  0  4  6  6  7 10 10 11 11 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  4  5  9 10 10 10 11]]",[8 8 0 0 0 0 0 0 0 0 0],True,"[8, 8]",0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]",0,0,0,[2 6 2 2],[1 0 3 2],"[['DISCARD' list([11, 11])]
 ['PASS' list([0])]
 ['DISCARD' list([8, 8])]
 ['PASS' list([0])]]",,[]
2021-05-24_08:31:14.463916,3,12,0,PASS,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  8 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  9  9  9 11 11]
 [ 0  0  0  0  0  0  0  4  6  6  7 10 10 11 11 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  4  5  9 10 10 10 11]]",[8 8 0 0 0 0 0 0 0 0 0],True,[0],0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1.]",0,0,0,[2 6 2 2],[1 0 3 2],"[['PASS' list([0])]
 ['PASS' list([0])]
 ['DISCARD' list([8, 8])]
 ['PASS' list([0])]]",,[]
2021-05-24_08:31:14.477419,3,12,,PIZZA_READY,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  8 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  9  9  9 11 11]
 [ 0  0  0  0  0  0  0  4  6  6  7 10 10 11 11 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  4  5  9 10 10 10 11]]",[13  0  0  0  0  0  0  0  0  0  0],[],,,,,,,[2 6 2 2],[1 0 3 2],"[['PASS' list([0])]
 ['PASS' list([0])]
 ['DISCARD' list([8, 8])]
 ['PASS' list([0])]]",,[]
2021-05-24_08:31:14.491469,3,13,2,DISCARD,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  8 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  9  9  9 11 11]
 [ 0  0  0  0  0  0  0  0  0  4  6  6  7 10 10 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  4  5  9 10 10 10 11]]",[11 11  0  0  0  0  0  0  0  0  0],True,"[11, 11]",0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]",0,0,0,[2 6 2 2],[1 0 3 2],"['' '' ('DISCARD', [11, 11]) '']",,[]
2021-05-24_08:31:14.505576,3,13,3,PASS,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  8 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  9  9  9 11 11]
 [ 0  0  0  0  0  0  0  0  0  4  6  6  7 10 10 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  4  5  9 10 10 10 11]]",[11 11  0  0  0  0  0  0  0  0  0],True,[0],0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1.]",0,0,0,[2 6 2 2],[1 0 3 2],"['' '' ('DISCARD', [11, 11]) ('PASS', [0])]",,[]
2021-05-24_08:31:14.519606,3,13,0,PASS,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  8 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  9  9  9 11 11]
 [ 0  0  0  0  0  0  0  0  0  4  6  6  7 10 10 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  4  5  9 10 10 10 11]]",[11 11  0  0  0  0  0  0  0  0  0],True,[0],0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1.]",0,0,0,[2 6 2 2],[1 0 3 2],"[('PASS', [0]) '' ('DISCARD', [11, 11]) ('PASS', [0])]",,[]
2021-05-24_08:31:14.533796,3,13,1,DISCARD,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  8 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11 11]
 [ 0  0  0  0  0  0  0  0  0  4  6  6  7 10 10 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  4  5  9 10 10 10 11]]",[9 9 9 0 0 0 0 0 0 0 0],True,"[9, 9, 9]",0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]",0,0,0,[2 6 2 2],[1 0 3 2],"[['PASS' list([0])]
 ['DISCARD' list([9, 9, 9])]
 ['DISCARD' list([11, 11])]
 ['PASS' list([0])]]",,[]
2021-05-24_08:31:14.549469,3,13,2,PASS,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  8 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11 11]
 [ 0  0  0  0  0  0  0  0  0  4  6  6  7 10 10 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  4  5  9 10 10 10 11]]",[9 9 9 0 0 0 0 0 0 0 0],True,[0],0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1.]",0,0,0,[2 6 2 2],[1 0 3 2],"[['PASS' list([0])]
 ['DISCARD' list([9, 9, 9])]
 ['PASS' list([0])]
 ['PASS' list([0])]]",,[]
2021-05-24_08:31:14.562500,3,13,,PIZZA_READY,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  8 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11 11]
 [ 0  0  0  0  0  0  0  0  0  4  6  6  7 10 10 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  4  5  9 10 10 10 11]]",[13  0  0  0  0  0  0  0  0  0  0],[],,,,,,,[2 6 2 2],[1 0 3 2],"[['PASS' list([0])]
 ['DISCARD' list([9, 9, 9])]
 ['PASS' list([0])]
 ['PASS' list([0])]]",,[]
2021-05-24_08:31:14.576799,3,14,1,PASS,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  8 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11 11]
 [ 0  0  0  0  0  0  0  0  0  4  6  6  7 10 10 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  4  5  9 10 10 10 11]]",[13  0  0  0  0  0  0  0  0  0  0],True,[0],0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1.]",0,0,0,[2 6 2 2],[1 0 3 2],"['' ('PASS', [0]) '' '']",,[]
2021-05-24_08:31:14.593046,3,14,2,DISCARD,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  8 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  4  6  7 10 10 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  4  5  9 10 10 10 11]]",[6 0 0 0 0 0 0 0 0 0 0],True,[6],0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]",0,0,0,[2 6 2 2],[1 0 3 2],"['' ('PASS', [0]) ('DISCARD', [6]) '']",,[]
2021-05-24_08:31:14.608571,3,14,3,DISCARD,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  8 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  4  6  7 10 10 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  4  9 10 10 10 11]]",[5 0 0 0 0 0 0 0 0 0 0],True,[5],0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]",0,0,0,[2 6 2 2],[1 0 3 2],"['' ('PASS', [0]) ('DISCARD', [6]) ('DISCARD', [5])]",,[]
2021-05-24_08:31:14.623663,3,14,0,PASS,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  8 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  4  6  7 10 10 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  4  9 10 10 10 11]]",[5 0 0 0 0 0 0 0 0 0 0],True,[0],0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1.]",0,0,0,[2 6 2 2],[1 0 3 2],"[['PASS' list([0])]
 ['PASS' list([0])]
 ['DISCARD' list([6])]
 ['DISCARD' list([5])]]",,[]
2021-05-24_08:31:14.638995,3,14,2,DISCARD,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  8 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  6  7 10 10 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  4  9 10 10 10 11]]",[4 0 0 0 0 0 0 0 0 0 0],True,[4],0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]",0,0,0,[2 6 2 2],[1 0 3 2],"[['PASS' list([0])]
 ['PASS' list([0])]
 ['DISCARD' list([4])]
 ['DISCARD' list([5])]]",,[]
2021-05-24_08:31:14.654320,3,14,3,PASS,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  8 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  6  7 10 10 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  4  9 10 10 10 11]]",[4 0 0 0 0 0 0 0 0 0 0],True,[0],0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1.]",0,0,0,[2 6 2 2],[1 0 3 2],"[['PASS' list([0])]
 ['PASS' list([0])]
 ['DISCARD' list([4])]
 ['PASS' list([0])]]",,[]
2021-05-24_08:31:14.667437,3,14,,PIZZA_READY,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  8 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  6  7 10 10 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  4  9 10 10 10 11]]",[13  0  0  0  0  0  0  0  0  0  0],[],,,,,,,[2 6 2 2],[1 0 3 2],"[['PASS' list([0])]
 ['PASS' list([0])]
 ['DISCARD' list([4])]
 ['PASS' list([0])]]",,[]
2021-05-24_08:31:14.680630,3,15,2,DISCARD,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  8 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  7 10 10 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  4  9 10 10 10 11]]",[6 0 0 0 0 0 0 0 0 0 0],True,[6],0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]",0,0,0,[2 6 2 2],[1 0 3 2],"['' '' ('DISCARD', [6]) '']",,[]
